steam_id,last_logoff,personastate,total_playtime,game_count,recent_playtime,churn,engagement_ratio,high_value_player,avg_playtime_per_game
76561198002209795,,1.0,714025,478,1157,0,0.001620389173503486,1,1490.6576200417537
76561198002355661,,0.0,0,3029,0,0,0.0,0,0.0
76561198002555892,,0.0,2785124,12591,4659,0,0.0016728154032583816,1,221.1820203303685
76561198002763229,,0.0,142616,526,40,0,0.00028047147254534874,1,270.61859582542695
76561198002869701,,4.0,0,2408,0,0,0.0,0,0.0
76561198003010698,,0.0,357277,134,145,0,0.0004058464277117539,1,2646.4962962962964
76561198003066039,,1.0,581751,1164,1213,0,0.002085080927955555,1,499.3570815450644
76561198003181734,,0.0,2538128,1608,21854,0,0.008610279461761006,1,1577.4568054692356
76561198003590766,,0.0,0,557,0,0,0.0,0,0.0
76561198003647077,,0.0,1254448,901,2627,0,0.002094146513728338,1,1390.740576496674
76561198004092828,,4.0,725722,504,1448,0,0.0019952516318209566,1,1437.0732673267328
76561198004457815,,0.0,689771,1342,1275,0,0.00184843687479341,1,513.6046165301564
76561198004536175,,3.0,892737,506,0,1,0.0,1,1760.8224852071005
76561198004617064,,0.0,221801,207,0,1,0.0,1,1066.3509615384614
76561198006976849,,1.0,358530,369,1393,0,0.0038852986213186586,1,969.0
76561198007339912,,3.0,339265,442,1711,0,0.005043240407232083,1,765.8352144469526
76561198007855780,,0.0,457716,153,24,0,5.243414598977097e-05,1,2972.181818181818
76561198008313312,,0.0,350846,182,4939,0,0.014077361356944765,1,1917.191256830601
76561198008681757,,0.0,0,667,0,0,0.0,0,0.0
76561198009368341,,0.0,125232,371,49,0,0.00039127067146838294,1,336.64516129032256
76561198009435898,,0.0,368444,1711,3444,0,0.009347392419492733,1,215.2126168224299
76561198010305584,,4.0,848195,502,926,0,0.0010917287985324146,1,1686.2723658051689
76561198010459857,,0.0,0,903,0,0,0.0,0,0.0
76561198010983608,,0.0,388147,1213,0,1,0.0,1,319.72570016474464
76561198011096466,,1.0,1238739,504,1288,0,0.0010397662140562184,1,2452.948514851485
76561198011135587,,0.0,111573,202,432,0,0.003871869790452973,1,549.6206896551724
76561198011625120,,0.0,474890,42,0,1,0.0,1,11043.953488372093
76561198011769010,,3.0,603106,482,2093,0,0.00347036263880207,1,1248.6666666666667
76561198011792058,,0.0,351683,924,0,1,0.0,1,380.1978378378378
76561198011900655,,3.0,339727,526,3238,0,0.009531154335232892,1,644.6432637571157
76561198012050838,,0.0,696977,363,1106,0,0.0015868506609964734,1,1914.771978021978
