steam_id,last_logoff,personastate,total_playtime,game_count,recent_playtime,churn,engagement_ratio,high_value_player,avg_playtime_per_game
76561198012172287,,1.0,582991,70,5123,0,0.008787427614787166,1,8211.140845070422
76561198012193669,,0.0,0,473,0,0,0.0,0,0.0
76561198013539962,,0.0,198729,963,114,0,0.0005736426307049766,1,206.15041493775934
76561198013581543,,0.0,0,66,0,0,0.0,0,0.0
76561198013806320,,1.0,912447,646,8530,0,0.009348477940660727,1,1410.2735703245748
76561198014638794,,0.0,822096,1619,9612,0,0.011692050938027995,1,507.46666666666664
76561198016733158,,0.0,546319,501,2853,0,0.005222214086981989,1,1088.284860557769
76561198018064800,,0.0,373863,1354,263,0,0.0007034643613720497,1,275.91365313653137
76561198018284530,,0.0,134871,148,0,1,0.0,1,905.1744966442953
76561198018420406,,3.0,0,50,0,0,0.0,0,0.0
76561198019465261,,0.0,1324011,614,4772,0,0.003604196940813225,1,2152.8634146341465
76561198019826927,,0.0,239268,204,0,1,0.0,1,1167.1609756097562
76561198020075454,,0.0,605066,22,162,0,0.00026773894461274534,1,26307.217391304348
76561198020795117,,0.0,914296,383,212,0,0.00023187213782829868,1,2380.9791666666665
76561198021091393,,1.0,1056220,307,3042,0,0.002880079074360385,1,3429.285714285714
76561198021465415,,0.0,0,89,0,0,0.0,0,0.0
76561198021845258,,0.0,782217,1036,4021,0,0.0051405107016202645,1,754.3076181292189
76561198023233957,,0.0,0,382,0,0,0.0,0,0.0
76561198024447300,,1.0,668720,489,2464,0,0.003684645764077994,1,1364.734693877551
76561198025223700,,0.0,846194,317,5742,0,0.006785669969687838,1,2660.987421383648
76561198025307874,,0.0,686857,238,3106,0,0.004522040945872364,1,2873.878661087866
76561198025775125,,0.0,395932,174,0,1,0.0,1,2262.4685714285715
76561198025824408,,0.0,255807,156,165,0,0.0006450150112584438,1,1629.343949044586
76561198025895346,,0.0,94690,388,0,1,0.0,1,243.41902313624678
76561198027105675,,0.0,196338,188,623,0,0.0031730832896164286,1,1038.8253968253969
76561198027391269,,0.0,111398,1533,623,0,0.005592509807089831,1,72.61929595827901
76561198028144777,,3.0,0,356,0,0,0.0,0,0.0
76561198028452006,,4.0,0,405,0,0,0.0,0,0.0
76561198028508923,,0.0,1786770,319,1421,0,0.0007952893795567535,1,5583.65625
76561198028537713,,0.0,851421,1224,3667,0,0.004306912435901351,1,695.0375510204082
76561198029152108,,0.0,1092963,306,3196,0,0.0029241585267218316,1,3560.1400651465797
76561198029264432,,0.0,176437,767,13,0,7.368027295707274e-05,1,229.73567708333334
76561198029759476,,4.0,0,228,0,0,0.0,0,0.0
76561198031068772,,0.0,0,2470,0,0,0.0,0,0.0
76561198031205312,,0.0,0,386,0,0,0.0,0,0.0
76561198031835533,,0.0,671091,116,258,0,0.00038444803395063567,1,5735.820512820513
76561198032364501,,0.0,1071720,739,867,0,0.0008089792026096344,1,1448.2702702702702
76561198033456888,,0.0,0,776,0,0,0.0,0,0.0
76561198034861398,,1.0,0,249,0,0,0.0,0,0.0
76561198035785819,,0.0,546242,541,3496,0,0.006400082014780968,1,1007.8265682656827
76561198036788427,,1.0,650543,858,1579,0,0.0024271993900489438,1,757.325960419092
76561198037611811,,3.0,0,493,0,0,0.0,0,0.0
76561198040614990,,0.0,992298,581,3,0,3.023282296968958e-06,1,1704.979381443299
76561198040900440,,4.0,1018695,3904,1747,0,0.0017149375279769431,1,260.8693982074264
76561198041608149,,0.0,15840,47,0,1,0.0,1,330.0
76561198041993391,,0.0,678918,620,45,0,6.628183921793321e-05,1,1093.2657004830917
76561198042553777,,0.0,101213,66,26,0,0.0002568814590866876,1,1510.641791044776
76561198042609253,,4.0,180470,413,270,0,0.001496085243612547,1,435.9178743961353
76561198042752993,,3.0,2056318,3588,2693,0,0.0013096217075268964,1,572.950125383115
76561198043107306,,0.0,1129261,517,3072,0,0.0027203607311677893,1,2180.0405405405404
76561198043667825,,0.0,79989,552,973,0,0.01216402050256282,1,144.64556962025316
76561198043898284,,4.0,755863,426,1032,0,0.0013653249790967687,1,1770.1709601873536
76561198043971392,,0.0,625601,2669,203,0,0.00032448745368461097,1,234.30749063670413
76561198044088072,,3.0,378874,497,582,0,0.001536126690861102,1,760.7911646586346
76561198044446750,,3.0,752047,351,0,1,0.0,1,2136.497159090909
76561198045463085,,0.0,1757969,11773,3590,0,0.002042128136430087,1,149.30941056565314
76561198045527192,,0.0,409534,504,1188,0,0.0029008509651189764,1,810.9584158415842
76561198046000274,,1.0,2576512,2116,20168,0,0.007827633704933761,1,1217.058101086443
76561198046409009,,0.0,360140,232,38,0,0.00010551422914913881,1,1545.6652360515022
76561198046994691,,3.0,721366,489,1641,0,0.0022748476157074,1,1472.1755102040815
76561198047011600,,0.0,0,88,0,0,0.0,0,0.0
76561198047012401,,0.0,460946,226,1917,0,0.004158829540055581,1,2030.5991189427314
76561198047088038,,0.0,1235126,346,7791,0,0.0063078533624477484,1,3559.440922190202
76561198047094520,,0.0,0,88,0,0,0.0,0,0.0
76561198047101416,,0.0,902944,49,2433,0,0.002694516277292637,1,18058.88
76561198047133279,,1.0,593930,832,4794,0,0.008071644685998879,1,713.0012004801921
76561198047403302,,0.0,885803,574,1441,0,0.001626770707741216,1,1540.526956521739
76561198048014147,,0.0,975465,21,3667,0,0.003759228922381713,1,44339.318181818184
76561198048105197,,1.0,741565,303,1750,0,0.00235987086786611,1,2439.3585526315787
76561198048316609,,0.0,374001,2079,39,0,0.00010427751723252817,1,179.80817307692308
76561198049891200,,0.0,3283910,256,3876,0,0.001180299953317858,1,12777.859922178988
76561198050034308,,0.0,827890,1044,3587,0,0.004332695970846403,1,792.2392344497607
76561198050467027,,0.0,0,300,0,0,0.0,0,0.0
76561198050885177,,0.0,0,180,0,0,0.0,0,0.0
76561198051032349,,0.0,122180,95,2,0,1.6369157233939812e-05,1,1272.7083333333333
76561198051144340,,3.0,431047,435,430,0,0.0009975687162450586,1,988.6399082568807
76561198052232782,,0.0,1827617,57,0,1,0.0,1,31510.637931034482
76561198052633746,,4.0,1842389,222,5947,0,0.003227872491709139,1,8261.834080717488
76561198053398526,,0.0,204682,768,0,1,0.0,1,266.1664499349805
76561198053625160,,0.0,700685,289,0,1,0.0,1,2416.155172413793
76561198054553668,,0.0,0,251,0,0,0.0,0,0.0
76561198055516782,,0.0,356649,207,0,1,0.0,1,1714.6586538461538
76561198058727497,,0.0,0,58,0,0,0.0,0,0.0
76561198060233163,,0.0,206474,33,0,1,0.0,1,6072.764705882353
76561198061912988,,0.0,739684,430,0,1,0.0,1,1716.2041763341067
76561198062382833,,1.0,1417733,67,2949,0,0.0020800799021537184,1,20849.014705882353
76561198070744244,,0.0,673589,319,1241,0,0.001842367018512745,1,2104.965625
76561198072627591,,0.0,552741,73,0,1,0.0,1,7469.472972972973
76561198073609661,,3.0,194773,172,1170,0,0.006006961914834629,1,1125.8554913294797
76561198075374165,,0.0,103411,4,38,0,0.00036746219007465283,1,20682.2
76561198076559299,,1.0,313541,143,7359,0,0.02347053983198423,1,2177.3680555555557
76561198076725325,,1.0,1144774,565,5567,0,0.0048629643379703436,1,2022.5689045936397
76561198077202296,,1.0,0,287,0,0,0.0,0,0.0
76561198077349934,,1.0,563098,474,1109,0,0.001969458301293378,1,1185.4694736842105
76561198077707100,,1.0,975199,482,2942,0,0.00301681706316653,1,2019.0455486542444
76561198078147938,,0.0,2006125,2085,0,1,0.0,1,961.709012464046
76561198078397118,,1.0,524836,180,1662,0,0.003166697469881125,1,2899.646408839779
76561198079213144,,3.0,783704,263,7590,0,0.009684766589469252,1,2968.5757575757575
76561198079629001,,0.0,0,362,0,0,0.0,0,0.0
76561198080970571,,0.0,259059,125,132,0,0.0005095344707789701,1,2056.0238095238096
76561198082744814,,0.0,826531,13,2389,0,0.002890390208727551,1,59037.92857142857
76561198083336629,,0.0,147439599,1453,645024,0,0.004374835525869577,1,101402.75034387896
76561198084279617,,0.0,0,15,0,0,0.0,0,0.0
76561198088722755,,0.0,178354,128,1562,0,0.008757814471139021,1,1382.5891472868218
76561198089153378,,1.0,295432,204,272,0,0.0009206825236178761,1,1441.1317073170733
76561198089861567,,0.0,376262,141,0,1,0.0,1,2649.7323943661972
76561198091354559,,0.0,0,402,0,0,0.0,0,0.0
76561198094177442,,0.0,1631936,613,9669,0,0.00592486107000454,1,2657.8762214983713
76561198094507812,,0.0,711077,206,0,1,0.0,1,3435.154589371981
76561198109741160,,0.0,361505,138,0,1,0.0,1,2600.755395683453
76561198132974469,,1.0,1001296,270,2460,0,0.002456813512873803,1,3694.819188191882
76561198139254116,,0.0,329880,85,2636,0,0.007990760304473432,1,3835.813953488372
76561198141799454,,1.0,333946,6,1225,0,0.0036682467577190394,1,47706.57142857143
76561198147041431,,0.0,623215,96,1661,0,0.002665207568483479,1,6424.896907216495
76561198150927573,,0.0,731308,23,0,1,0.0,1,30471.166666666668
76561198175087367,,3.0,255142,26,0,1,0.0,1,9449.703703703704
76561198189359662,,0.0,355840,66,447,0,0.0012561790237774735,1,5311.044776119403
76561198230280204,,1.0,770254,34,1193,0,0.0015488377225723949,1,22007.257142857143
76561198237687930,,0.0,353406,202,210,0,0.0005942157342667236,1,1740.9162561576354
76561198241566848,,0.0,134029,24,0,1,0.0,1,5361.16
76561198259107374,,0.0,340610,299,1806,0,0.005302236275399209,1,1135.3666666666666
76561198334401316,,1.0,0,7,0,0,0.0,0,0.0
76561198376321883,,4.0,2172371,1816,12017,0,0.005531741340801668,1,1195.5811777655476
76561198886622096,,3.0,514548,61,3551,0,0.006901189196752884,1,8299.161290322581
76561198957703760,,0.0,193830,126,1301,0,0.0067120326469966105,1,1526.2204724409448
76561198966854878,,0.0,0,225,0,0,0.0,0,0.0
76561199047090830,,0.0,276289,34,1092,0,0.0039523688877628575,1,7893.971428571429
76561199058250429,,0.0,0,72,0,0,0.0,0,0.0
76561199085371592,,0.0,77483,57,0,1,0.0,1,1335.9137931034484
76561199122162175,,0.0,0,57,0,0,0.0,0,0.0
76561199386001693,,0.0,477665,26,1,0,2.093513040492729e-06,1,17691.296296296296
76561199566555675,,0.0,1012,1,0,1,0.0,1,506.0
